id,title,filtered_words,label
R128,New Report on Climate Change,"['knowledge', 'game', 'fact', 'already.', 'development', 'phone', 'either', 'level', 'thing.', 'whatever', 'dark', 'still.', 'experts', 'discuss', 'ongoing', 'developments', 'climate', 'change.']",REAL
F157,Government Cover-Up Confirmed by Sources,"['card', 'resource', 'pretty', 'clear', 'pressure', 'turn', 'material.', 'phone', 'first', 'free', 'act.', '—', 'shocking', 'claims', 'government', 'cover-up', 'surface', 'internet.']",FAKE
F117,Hoax Confirmed by Sources,"['sometimes', 'stage', 'impact', 'draw', 'reason.', 'pay', 'difficult.', 'conference', 'oil', 'mention', 'really', 'wonder.', '—', 'shocking', 'claims', 'hoax', 'surface', 'internet.']",FAKE
F173,Secret Cure Confirmed by Sources,"['group', 'anyone', 'likely', 'ground', 'enter', 'type', 'character.', 'science', 'sure', 'around', 'seem', 'brother', 'entire.', 'step', 'camera', 'star', 'second.', '—', 'shocking', 'claims', 'secret', 'cure', 'surface', 'internet.']",FAKE
F024,Aliens Confirmed by Sources,"['option', 'similar', 'may', 'age', 'american', 'mission', 'add', 'expect.', 'seat', 'see', 'difficult', 'agency.', '—', 'shocking', 'claims', 'aliens', 'surface', 'internet.']",FAKE
F096,Celebrity Scandal Confirmed by Sources,"['hospital', 'put', 'assume.', 'race', 'admit', 'chair', 'realize.', '—', 'shocking', 'claims', 'celebrity', 'scandal', 'surface', 'internet.']",FAKE
R247,New Report on Public Health,"['election', 'reach', 'somebody', 'appear', 'consider', 'across', 'issue.', 'clear', 'whole', 'rather', 'design', 'these.', 'experts', 'discuss', 'ongoing', 'developments', 'public', 'health.']",REAL
F226,Government Cover-Up Confirmed by Sources,"['sort', 'choose', 'page', 'better', 'range', 'cause', 'state.', 'century', 'enjoy', 'good', 'low', 'attorney', 'site', 'word', 'air.', 'effect', 'plan', 'identify', 'enough', 'both.', '—', 'shocking', 'claims', 'government', 'cover-up', 'surface', 'internet.']",FAKE
F100,Flat Earth Confirmed by Sources,"['forward', 'every', 'important', 'play', 'international.', 'reveal', 'walk', 'industry', 'under.', '—', 'shocking', 'claims', 'flat', 'earth', 'surface', 'internet.']",FAKE
F246,Government Cover-Up Confirmed by Sources,"['tax', 'official', 'visit', 'movie', 'manage.', 'offer', 'certain', 'plant', 'standard', 'risk', 'although', 'none', 'friend.', 'middle', 'pretty', 'design', 'behavior', 'must', 'sell.', '—', 'shocking', 'claims', 'government', 'cover-up', 'surface', 'internet.']",FAKE
F183,Aliens Confirmed by Sources,"['parent', 'card', 'big', 'what.', 'owner', 'represent', 'maintain', 'surface', 'although.', '—', 'shocking', 'claims', 'aliens', 'surface', 'internet.']",FAKE
R063,New Report on Policy,"['wear', 'environmental', 'race', 'shoulder', 'reality', 'nice.', 'anything', 'happy', 'standard', 'writer', 'player.', 'also', 'good', 'star.', 'experts', 'discuss', 'ongoing', 'developments', 'policy.']",REAL
R005,New Report on Election,"['follow', 'particular', 'develop', 'month', 'home.', 'spring', 'pay', 'issue', 'break', 'southern', 'create', 'special.', 'media', 'life', 'difficult', 'soon', 'whole', 'both.', 'experts', 'discuss', 'ongoing', 'developments', 'election.']",REAL
R084,New Report on Election,"['prove', 'water', 'station.', 'upon', 'ready', 'sell', 'carry', 'size', 'begin.', 'position', 'beyond', 'score.', 'whatever', 'room', 'nation', 'way', 'trial', 'wide.', 'experts', 'discuss', 'ongoing', 'developments', 'election.']",REAL
R124,New Report on Education,"['piece', 'however', 'apply', 'reach', 'man', 'mean', 'picture.', 'media', 'race', 'source', 'leader', 'stay', 'education.', 'experts', 'discuss', 'ongoing', 'developments', 'education.']",REAL
R118,New Report on Research,"['minute', 'whether', 'town.', 'away', 'heart', 'rule', 'room', 'teacher', 'box', 'argue.', 'experts', 'discuss', 'ongoing', 'developments', 'research.']",REAL
F001,Aliens Confirmed by Sources,"['fly', 'reach', 'focus', 'drug', 'wind', 'simply.', 'provide', 'involve', 'growth', 'today.', 'tree', 'hold', 'half', 'special.', '—', 'shocking', 'claims', 'aliens', 'surface', 'internet.']",FAKE
F007,Immortal Jellyfish Confirmed by Sources,"['financial', 'care.', 'whose', 'laugh', 'meet', 'place', 'trade', 'low.', 'model', 'able', 'born', 'dark', 'direction', 'fact', 'guess.', '—', 'shocking', 'claims', 'immortal', 'jellyfish', 'surface', 'internet.']",FAKE
F046,Mind Control Confirmed by Sources,"['wear', 'produce', 'spend', 'address', 'evening.', 'rich', 'probably', 'structure', 'rock', 'dream', 'continue', 'view.', 'really', 'inside', 'want', 'always.', '—', 'shocking', 'claims', 'mind', 'control', 'surface', 'internet.']",FAKE
R103,New Report on Research,"['find', 'serve', 'provide', 'year', 'street.', 'spring', 'image', 'century.', 'tonight', 'matter', 'manager', 'along.', 'painting', 'recently', 'message.', 'experts', 'discuss', 'ongoing', 'developments', 'research.']",REAL
R037,New Report on Budget Report,"['world', 'fine', 'wind', 'every', 'future.', 'film', 'citizen', 'market', 'sometimes', 'several.', 'result', 'hard', 'method', 'consider', 'technology', 'member', 'send.', 'top', 'mention', 'once.', 'experts', 'discuss', 'ongoing', 'developments', 'budget', 'report.']",REAL
F193,Secret Cure Confirmed by Sources,"['type', 'west', 'food.', 'care', 'travel', 'specific.', 'late', 'throughout', 'body.', '—', 'shocking', 'claims', 'secret', 'cure', 'surface', 'internet.']",FAKE
R166,New Report on Election,"['billion', 'try', 'space', 'thus.', 'seek', 'state', 'debate', 'argue', 'market', 'follow.', 'require', 'sing', 'general', 'others', 'dog', 'across', 'project.', 'experts', 'discuss', 'ongoing', 'developments', 'election.']",REAL
F017,Immortal Jellyfish Confirmed by Sources,"['personal', 'campaign', 'top', 'prove.', 'dog', 'wish', 'wait', 'side.', '—', 'shocking', 'claims', 'immortal', 'jellyfish', 'surface', 'internet.']",FAKE
R008,New Report on Economic Growth,"['player', 'short', 'sing', 'give', 'deep', 'maintain.', 'style', 'hope', 'finish', 'per', 'fill.', 'experts', 'discuss', 'ongoing', 'developments', 'economic', 'growth.']",REAL
F071,Celebrity Scandal Confirmed by Sources,"['answer', 'response', 'tonight', 'reflect.', 'scene', 'compare', 'range', 'task.', 'floor', 'white', 'improve', 'enter.', 'project', 'box', 'character', 'yet', 'police', 'great.', '—', 'shocking', 'claims', 'celebrity', 'scandal', 'surface', 'internet.']",FAKE
F028,Mind Control Confirmed by Sources,"['occur', 'career', 'family.', 'choose', 'behind', 'lot', 'seek', 'book', 'build.', '—', 'shocking', 'claims', 'mind', 'control', 'surface', 'internet.']",FAKE
F227,Immortal Jellyfish Confirmed by Sources,"['training', 'reason', 'make.', 'quality', 'agreement', 'forget', 'central', 'artist', 'often.', '—', 'shocking', 'claims', 'immortal', 'jellyfish', 'surface', 'internet.']",FAKE
R200,New Report on Public Health,"['camera', 'produce', 'first', 'building.', 'space', 'magazine', 'young', 'change', 'consumer.', 'trial', 'election', 'meeting', 'economy.', 'experts', 'discuss', 'ongoing', 'developments', 'public', 'health.']",REAL
R225,New Report on Climate Change,"['identify', 'resource', 'law', 'pick', 'language', 'prevent', 'skill', 'do.', 'toward', 'describe', 'agreement', 'kind', 'off.', 'paper', 'main', 'night', 'accept', 'cut', 'high.', 'design', 'effort', 'raise', 'attorney', 'professional', 'course.', 'experts', 'discuss', 'ongoing', 'developments', 'climate', 'change.']",REAL
R062,New Report on Budget Report,"['past', 'yes', 'none', 'opportunity.', 'visit', 'hour', 'represent', 'front', 'fear', 'game', 'vote.', 'experts', 'discuss', 'ongoing', 'developments', 'budget', 'report.']",REAL
F033,Hoax Confirmed by Sources,"['base', 'institution', 'notice', 'social', 'join.', 'majority', 'special', 'less', 'data', 'rather', 'reveal.', '—', 'shocking', 'claims', 'hoax', 'surface', 'internet.']",FAKE
F012,Hoax Confirmed by Sources,"['agency', 'believe', 'from.', 'job', 'find', 'old', 'arrive', 'several', 'artist', 'director.', 'point', 'exist', 'shake', 'allow.', 'across', 'high', 'since.', '—', 'shocking', 'claims', 'hoax', 'surface', 'internet.']",FAKE
R121,New Report on Research,"['operation', 'break', 'medical', 'fund', 'speak', 'debate', 'down.', 'coach', 'score', 'red', 'cup', 'administration', 'fight.', 'hot', 'case', 'tv.', 'experts', 'discuss', 'ongoing', 'developments', 'research.']",REAL
F210,Aliens Confirmed by Sources,"['sing', 'another', 'back', 'picture', 'player.', 'blue', 'author', 'name', 'figure', 'seven', 'try', 'argue.', 'candidate', 'recent', 'none.', '—', 'shocking', 'claims', 'aliens', 'surface', 'internet.']",FAKE
F151,Hoax Confirmed by Sources,"['office', 'single', 'weight', 'letter.', 'member', 'environmental', 'energy', 'home', 'down.', 'build', 'summer', 'situation', 'tax', 'position.', '—', 'shocking', 'claims', 'hoax', 'surface', 'internet.']",FAKE
F099,Secret Cure Confirmed by Sources,"['mother', 'fear', 'tough', 'power', 'threat', 'get', 'executive.', 'box', 'decision', 'easy.', '—', 'shocking', 'claims', 'secret', 'cure', 'surface', 'internet.']",FAKE
R090,New Report on Technology Breakthrough,"['throughout', 'number', 'world', 'song', 'agree', 'believe.', 'group', 'continue', 'leg', 'thousand', 'finally', 'avoid', 'specific.', 'spend', 'probably', 'single', 'start', 'oil', 'local.', 'painting', 'state', 'tree', 'manage', 'thought', 'half.', 'experts', 'discuss', 'ongoing', 'developments', 'technology', 'breakthrough.']",REAL
R125,New Report on Budget Report,"['rate', 'wear', 'stay', 'industry', 'send.', 'hope', 'set', 'science', 'store', 'style', 'every', 'member', 'account.', 'experts', 'discuss', 'ongoing', 'developments', 'budget', 'report.']",REAL
R091,New Report on Climate Change,"['hard', 'also', 'affect', 'conference', 'research', 'hand', 'might.', 'white', 'security', 'treat', 'world', 'audience', 'manage.', 'go', 'third', 'hear', 'base', 'many', 'experience', 'method', 'less.', 'experts', 'discuss', 'ongoing', 'developments', 'climate', 'change.']",REAL
R157,New Report on Climate Change,"['one', 'enjoy', 'though', 'occur', 'cultural.', 'language', 'difference', 'authority', 'west', 'season', 'fear', 'church.', 'federal', 'career', 'best', 'minute', 'kitchen', 'sort', 'drop.', 'billion', 'firm.', 'experts', 'discuss', 'ongoing', 'developments', 'climate', 'change.']",REAL
F098,Miracle Drug Confirmed by Sources,"['economy', 'interview', 'office', 'country', 'religious.', 'level', 'worker', 'include', 'management', 'fill', 'student.', '—', 'shocking', 'claims', 'miracle', 'drug', 'surface', 'internet.']",FAKE
F164,Immortal Jellyfish Confirmed by Sources,"['southern', 'since', 'capital', 'scientist', 'series', 'relationship', 'role', 'very.', 'treat', 'one', 'knowledge', 'political', 'black.', '—', 'shocking', 'claims', 'immortal', 'jellyfish', 'surface', 'internet.']",FAKE
R050,New Report on Economic Growth,"['minute', 'republican', 'future', 'middle', 'treat', 'manager.', 'million', 'investment.', 'experts', 'discuss', 'ongoing', 'developments', 'economic', 'growth.']",REAL
R249,New Report on Climate Change,"['letter', 'reduce', 'weight', 'society', 'movie', 'hospital.', 'court', 'teach', 'third', 'radio', 'agency', 'learn.', 'art', 'morning', 'significant.', 'experts', 'discuss', 'ongoing', 'developments', 'climate', 'change.']",REAL
R093,New Report on Election,"['answer', 'bag', 'throughout.', 'put', 'direction', 'development', 'which.', 'experts', 'discuss', 'ongoing', 'developments', 'election.']",REAL
R131,New Report on Education,"['particularly', 'station', 'book', 'though.', 'standard', 'pay', 'toward', 'another', 'especially', 'art', 'expert.', 'experts', 'discuss', 'ongoing', 'developments', 'education.']",REAL
F107,Flat Earth Confirmed by Sources,"['husband', 'accept', 'several', 'politics', 'ball', 'event.', 'career', 'support', 'score', 'call', 'attorney', 'attorney', 'position', 'foreign.', '—', 'shocking', 'claims', 'flat', 'earth', 'surface', 'internet.']",FAKE
F153,Hoax Confirmed by Sources,"['day', 'cover', 'leader', 'suggest.', 'pass', 'care', 'work.', '—', 'shocking', 'claims', 'hoax', 'surface', 'internet.']",FAKE
F091,Flat Earth Confirmed by Sources,"['field', 'article', 'health', 'term.', 'well', 'choice', 'officer', 'guy', 'treatment.', '—', 'shocking', 'claims', 'flat', 'earth', 'surface', 'internet.']",FAKE
R246,New Report on Economic Growth,"['begin', 'sea', 'second', 'available.', 'peace', 'red', 'level', 'company', 'record', 'food', 'official', 'and.', 'woman', 'manage', 'business', 'control', 'goal.', 'perform', 'discussion', 'speak', 'stay', 'third.', 'experts', 'discuss', 'ongoing', 'developments', 'economic', 'growth.']",REAL
F004,Secret Cure Confirmed by Sources,"['join', 'trade', 'defense', 'religious', 'fine', 'describe', 'ever.', 'side', 'run', 'yard', 'office.', '—', 'shocking', 'claims', 'secret', 'cure', 'surface', 'internet.']",FAKE
F220,Celebrity Scandal Confirmed by Sources,"['next', 'camera', 'front', 'memory', 'democrat.', 'evening', 'tough', 'man.', 'among', 'use', 'glass', 'sister', 'seek', 'culture.', '—', 'shocking', 'claims', 'celebrity', 'scandal', 'surface', 'internet.']",FAKE
F121,Hoax Confirmed by Sources,"['deal', 'energy', 'option', 'view', 'fill', 'street.', 'game', 'bar', 'friend', 'center.', 'page', 'public', 'pick', 'question', 'scientist', 'thing.', '—', 'shocking', 'claims', 'hoax', 'surface', 'internet.']",FAKE
F245,Mind Control Confirmed by Sources,"['base', 'listen', 'type', 'step', 'management', 'claim', 'bed.', '—', 'shocking', 'claims', 'mind', 'control', 'surface', 'internet.']",FAKE
R035,New Report on Climate Change,"['fly', 'bank', 'camera', 'speak.', 'different', 'sense', 'put.', 'lay', 'manager', 'vote', 'compare', 'never', 'course.', 'experts', 'discuss', 'ongoing', 'developments', 'climate', 'change.']",REAL
R024,New Report on Education,"['appear', 'way', 'already', 'half', 'father', 'glass.', 'collection', 'choice', 'make', 'claim', 'push.', 'experts', 'discuss', 'ongoing', 'developments', 'education.']",REAL
F079,Miracle Drug Confirmed by Sources,"['beautiful', 'seven', 'decide.', 'focus', 'success', 'front.', 'bad', 'management', 'sort', 'finish.', '—', 'shocking', 'claims', 'miracle', 'drug', 'surface', 'internet.']",FAKE
R094,New Report on Policy,"['foot', 'responsibility', 'local', 'become.', 'yard', 'assume', 'audience', 'about.', 'reveal', 'approach', 'total', 'south', 'matter.', 'experts', 'discuss', 'ongoing', 'developments', 'policy.']",REAL
R040,New Report on Policy,"['newspaper', 'box', 'site', 'partner', 'list.', 'view', 'mission', 'air', 'interest', 'cost', 'entire', 'action.', 'worker', 'evidence', 'city', 'need', 'local', 'city', 'crime.', 'experts', 'discuss', 'ongoing', 'developments', 'policy.']",REAL
F170,Immortal Jellyfish Confirmed by Sources,"['relate', 'nature', 'eat', 'wrong.', 'bed', 'even', 'half', 'spring', 'seem', 'article', 'population.', 'trade', 'page', 'expert', 'put.', '—', 'shocking', 'claims', 'immortal', 'jellyfish', 'surface', 'internet.']",FAKE
F130,Immortal Jellyfish Confirmed by Sources,"['water', 'help', 'home', 'force', 'keep', 'western.', 'mention', 'whole', 'throw', 'be.', 'technology', 'hear', 'hundred', 'work.', '—', 'shocking', 'claims', 'immortal', 'jellyfish', 'surface', 'internet.']",FAKE
R085,New Report on Economic Growth,"['order', 'successful', 'cultural', 'run.', 'example', 'happen', 'party', 'possible', 'ball', 'carry.', 'experts', 'discuss', 'ongoing', 'developments', 'economic', 'growth.']",REAL
R054,New Report on Budget Report,"['stage', 'past', 'away', 'relationship', 'final', 'pm.', 'medical', 'mouth', 'young', 'republican', 'old', 'right.', 'stuff', 'first', 'baby', 'everything', 'treat.', 'experts', 'discuss', 'ongoing', 'developments', 'budget', 'report.']",REAL
R047,New Report on Technology Breakthrough,"['think', 'national', 'threat', 'exactly', 'pm.', 'simply', 'worker', 'player.', 'street', 'whatever', 'follow', 'left.', 'experts', 'discuss', 'ongoing', 'developments', 'technology', 'breakthrough.']",REAL
R199,New Report on Economic Growth,"['station', 'program', 'financial', 'article', 'laugh', 'whether', 'spring.', 'character', 'board', 'discover', 'beautiful', 'edge', 'game', 'must', 'example.', 'experts', 'discuss', 'ongoing', 'developments', 'economic', 'growth.']",REAL
F062,Miracle Drug Confirmed by Sources,"['guy', 'hope', 'prepare', 'natural.', 'billion', 'class', 'bring.', '—', 'shocking', 'claims', 'miracle', 'drug', 'surface', 'internet.']",FAKE
R244,New Report on Technology Breakthrough,"['certain', 'several', 'side', 'evening.', 'leader', 'hit', 'job', 'reality.', 'experts', 'discuss', 'ongoing', 'developments', 'technology', 'breakthrough.']",REAL
R107,New Report on Election,"['board', 'campaign', 'president', 'avoid', 'civil', 'six', 'reduce.', 'experts', 'discuss', 'ongoing', 'developments', 'election.']",REAL
F148,Aliens Confirmed by Sources,"['way', 'simple', 'structure', 'wish', 'significant', 'little.', 'speech', 'hour', 'rule', 'on.', '—', 'shocking', 'claims', 'aliens', 'surface', 'internet.']",FAKE
F023,Mind Control Confirmed by Sources,"['risk', 'loss', 'phone', 'arm', 'stand', 'education', 'perform.', 'reality', 'machine', 'back.', '—', 'shocking', 'claims', 'mind', 'control', 'surface', 'internet.']",FAKE
R075,New Report on Budget Report,"['third', 'behind', 'adult', 'scene.', 'design', 'network', 'new', 'parent', 'staff', 'allow', 'reduce.', 'experts', 'discuss', 'ongoing', 'developments', 'budget', 'report.']",REAL
R220,New Report on Public Health,"['threat', 'material', 'fall', 'role', 'effort', 'treatment.', 'across', 'adult', 'court', 'oil', 'allow.', 'experts', 'discuss', 'ongoing', 'developments', 'public', 'health.']",REAL
R099,New Report on Economic Growth,"['prove', 'light', 'popular', 'recently', 'social', 'rock', 'conference', 'six.', 'series', 'happy', 'pay', 'evidence', 'learn', 'church', 'major.', 'experts', 'discuss', 'ongoing', 'developments', 'economic', 'growth.']",REAL
F066,Flat Earth Confirmed by Sources,"['clear', 'lawyer', 'child', 'window', 'enter', 'recognize.', 'act', 'president', 'within', 'mention', 'high', 'anything.', 'away', 'statement', 'authority', 'thought', 'center', 'party', 'organization', 'actually.', 'show', 'future.', '—', 'shocking', 'claims', 'flat', 'earth', 'surface', 'internet.']",FAKE
F060,Flat Earth Confirmed by Sources,"['mrs', 'sit', 'prevent.', 'blue', 'benefit', 'environmental.', 'trip', 'whatever', 'information', 'husband', 'around', 'collection.', '—', 'shocking', 'claims', 'flat', 'earth', 'surface', 'internet.']",FAKE
F022,Government Cover-Up Confirmed by Sources,"['skill', 'side', 'minute', 'teach', 'still.', 'national', 'building', 'operation.', '—', 'shocking', 'claims', 'government', 'cover-up', 'surface', 'internet.']",FAKE
F127,Mind Control Confirmed by Sources,"['view', 'technology', 'keep', 'hot', 'home.', 'charge', 'ground', 'series', 'political', 'garden', 'tree', 'four.', '—', 'shocking', 'claims', 'mind', 'control', 'surface', 'internet.']",FAKE
R212,New Report on Education,"['near', 'young', 'law', 'discover', 'certain.', 'financial', 'religious', 'crime', 'hour', 'window', 'teacher', 'enter.', 'experts', 'discuss', 'ongoing', 'developments', 'education.']",REAL
F119,Mind Control Confirmed by Sources,"['animal', 'item', 'stage', 'general', 'vote', 'series.', 'fast', 'lay', 'back', 'push', 'simple.', 'everything', 'among', 'east', 'its.', '—', 'shocking', 'claims', 'mind', 'control', 'surface', 'internet.']",FAKE
F103,Hoax Confirmed by Sources,"['fast', 'phone', 'according', 'training.', 'say', 'cultural', 'station', 'address', 'change', 'effect', 'daughter.', 'movie', 'friend', 'new', 'building', 'truth', 'talk.', '—', 'shocking', 'claims', 'hoax', 'surface', 'internet.']",FAKE
F191,Mind Control Confirmed by Sources,"['growth', 'character', 'popular', 'take.', 'win', 'half', 'instead', 'congress.', 'amount', 'health', 'tv', 'feeling', 'pressure', 'your.', '—', 'shocking', 'claims', 'mind', 'control', 'surface', 'internet.']",FAKE
F002,Mind Control Confirmed by Sources,"['congress', 'soldier', 'democratic', 'bed.', 'market', 'tough', 'theory', 'dream', 'door', 'local.', 'leave', 'memory', 'teacher', 'local', 'need.', '—', 'shocking', 'claims', 'mind', 'control', 'surface', 'internet.']",FAKE
R155,New Report on Election,"['help', 'camera', 'reason', 'defense', 'environment', 'own.', 'experts', 'discuss', 'ongoing', 'developments', 'election.']",REAL
R006,New Report on Technology Breakthrough,"['number', 'pull', 'them.', 'simple', 'maybe', 'ever', 'water', 'perform.', 'exactly', 'agent', 'worry', 'key.', 'experts', 'discuss', 'ongoing', 'developments', 'technology', 'breakthrough.']",REAL
F086,Government Cover-Up Confirmed by Sources,"['service', 'beautiful', 'sign', 'least', 'international', 'view.', 'discussion', 'responsibility', 'social', 'approach', 'affect', 'degree.', 'degree', 'husband', 'idea', 'build', 'challenge.', '—', 'shocking', 'claims', 'government', 'cover-up', 'surface', 'internet.']",FAKE
R168,New Report on Election,"['continue', 'sense', 'speak', 'available.', 'run', 'development', 'quite', 'whose.', 'experts', 'discuss', 'ongoing', 'developments', 'election.']",REAL
R077,New Report on Public Health,"['hit', 'book', 'price', 'skin', 'action', 'line', 'husband.', 'contain', 'anyone', 'opportunity', 'bag', 'tend', 'night.', 'experts', 'discuss', 'ongoing', 'developments', 'public', 'health.']",REAL
F209,Hoax Confirmed by Sources,"['movie', 'effect', 'model', 'sound', 'even', 'top', 'agreement.', '—', 'shocking', 'claims', 'hoax', 'surface', 'internet.']",FAKE
R236,New Report on Public Health,"['almost', 'buy', 'moment', 'send', 'must.', 'send', 'available', 'matter', 'hot', 'win.', 'sport', 'wife', 'tonight.', 'experts', 'discuss', 'ongoing', 'developments', 'public', 'health.']",REAL
F186,Aliens Confirmed by Sources,"['prepare', 'nature', 'president', 'tonight.', 'east', 'ability', 'role', 'say.', '—', 'shocking', 'claims', 'aliens', 'surface', 'internet.']",FAKE
R243,New Report on Public Health,"['oil', 'professional.', 'experts', 'discuss', 'ongoing', 'developments', 'public', 'health.']",REAL
F094,Immortal Jellyfish Confirmed by Sources,"['sure', 'particularly', 'property', 'time.', 'heavy', 'cost', 'either.', '—', 'shocking', 'claims', 'immortal', 'jellyfish', 'surface', 'internet.']",FAKE
R032,New Report on Economic Growth,"['plan', 'wrong', 'bed', 'fund', 'agree.', 'gas', 'wear', 'air', 'end', 'quite', 'real', 'stop.', 'everything', 'suffer', 'road.', 'experts', 'discuss', 'ongoing', 'developments', 'economic', 'growth.']",REAL
R033,New Report on Education,"['either', 'cause', 'director', 'large', 'break', 'society', 'firm.', 'popular', 'president', 'often', 'check', 'number', 'know.', 'rather', 'memory', 'break', 'able', 'well', 'care.', 'experts', 'discuss', 'ongoing', 'developments', 'education.']",REAL
R045,New Report on Technology Breakthrough,"['lay', 'majority', 'claim', 'similar', 'free', 'mouth.', 'second', 'buy', 'leave.', 'experts', 'discuss', 'ongoing', 'developments', 'technology', 'breakthrough.']",REAL
R116,New Report on Education,"['community', 'design', 'entire', 'hear.', 'experts', 'discuss', 'ongoing', 'developments', 'education.']",REAL
F056,Celebrity Scandal Confirmed by Sources,"['cup', 'five.', '—', 'shocking', 'claims', 'celebrity', 'scandal', 'surface', 'internet.']",FAKE
R043,New Report on Policy,"['national', 'hold', 'usually', 'family', 'production', 'government.', 'vote', 'establish', 'throw', 'red', 'yes', 'finish.', 'political', 'head', 'song', 'analysis', 'lead.', 'experts', 'discuss', 'ongoing', 'developments', 'policy.']",REAL
R145,New Report on Economic Growth,"['ten', 'hospital', 'sound', 'whom.', 'thousand', 'leader', 'begin', 'fine.', 'experts', 'discuss', 'ongoing', 'developments', 'economic', 'growth.']",REAL
F200,Secret Cure Confirmed by Sources,"['left', 'picture', 'large.', 'tax', 'piece', 'high', 'claim.', '—', 'shocking', 'claims', 'secret', 'cure', 'surface', 'internet.']",FAKE
